Warehouse,Country,Region/State,Zip/Postal Code,# of Items (and above),Method,Shipping Price
0,USA,NC,,5,1,11.27
0,USA,NC,,6,1,9.69
0,USA,NC,,7,1,8.93
0,USA,NC,,8,1,8.17
0,USA,NC,,9,1,0
0,USA,NC,,10,1,0
0,USA,NC,,11,1,0
0,USA,NC,,12,1,0
0,USA,NC,,13,1,0
0,USA,NC,,14,1,0
0,USA,NC,,15,1,0
0,USA,NC,,16,1,0
0,USA,NC,,17,1,0
0,USA,NC,,18,1,0
0,USA,NC,,19,1,0
0,USA,NC,,20,1,0
0,USA,NC,,21,1,0
0,USA,NC,,22,1,0
0,USA,NC,,23,1,0
0,USA,NC,,24,1,0
0,USA,NC,,25,1,0
0,USA,NC,,26,1,0
0,USA,NC,,27,1,0
0,USA,NC,,28,1,0
0,USA,NC,,29,1,0
0,USA,NC,,30,1,0
0,USA,NC,,31,1,0
0,USA,NC,,32,1,0
0,USA,NC,,33,1,0
0,USA,NC,,34,1,0
0,USA,NC,,35,1,0
0,USA,NC,,36,1,0
0,USA,NC,,37,1,0
0,USA,NC,,38,1,0
0,USA,NC,,39,1,0
0,USA,NC,,40,1,0
0,USA,NC,,41,1,0
0,USA,NC,,42,1,0
0,USA,NC,,43,1,0
0,USA,NC,,44,1,0
0,USA,NC,,45,1,0
0,USA,NC,,46,1,0
0,USA,NC,,47,1,0
0,USA,NC,,48,1,0
0,USA,NC,,49,1,0
0,USA,NC,,50,1,0
0,USA,NE,,1,1,13.99
0,USA,NE,,2,1,14.08
0,USA,NE,,3,1,12.97
0,USA,NE,,4,1,12.71
0,USA,NE,,5,1,11.27
0,USA,NE,,6,1,9.69
0,USA,NE,,7,1,8.93
0,USA,NE,,8,1,8.17
0,USA,NE,,9,1,0
0,USA,NE,,10,1,0
0,USA,NE,,11,1,0
0,USA,NE,,12,1,0
0,USA,NE,,13,1,0
0,USA,NE,,14,1,0
0,USA,NE,,15,1,0
0,USA,NE,,16,1,0
0,USA,NE,,17,1,0
0,USA,NE,,18,1,0
0,USA,NE,,19,1,0
0,USA,NE,,20,1,0
0,USA,NE,,21,1,0
0,USA,NE,,22,1,0
0,USA,NE,,23,1,0
0,USA,NE,,24,1,0
0,USA,NE,,25,1,0
0,USA,NE,,26,1,0
0,USA,NE,,27,1,0
0,USA,NE,,28,1,0
0,USA,NE,,29,1,0
0,USA,NE,,30,1,0
0,USA,NE,,31,1,0
0,USA,NE,,32,1,0
0,USA,NE,,33,1,0
0,USA,NE,,34,1,0
0,USA,NE,,35,1,0
0,USA,NE,,36,1,0
0,USA,NE,,37,1,0
0,USA,NE,,38,1,0
0,USA,NE,,39,1,0
0,USA,NE,,40,1,0
0,USA,NE,,41,1,0
0,USA,NE,,42,1,0
0,USA,NE,,43,1,0
0,USA,NE,,44,1,0
0,USA,NE,,45,1,0
0,USA,NE,,46,1,0
0,USA,NE,,47,1,0
0,USA,NE,,48,1,0
0,USA,NE,,49,1,0
0,USA,NE,,50,1,0
0,USA,NH,,1,1,13.99
0,USA,NH,,2,1,14.08
0,USA,NH,,3,1,12.97
0,USA,NH,,4,1,12.71
0,USA,NH,,5,1,11.27
0,USA,NH,,6,1,9.69
0,USA,NH,,7,1,8.93
0,USA,NH,,8,1,8.17
0,USA,NH,,9,1,0
0,USA,NH,,10,1,0
0,USA,NH,,11,1,0
0,USA,NH,,12,1,0
0,USA,NH,,13,1,0
0,USA,NH,,14,1,0
0,USA,NH,,15,1,0
0,USA,NH,,16,1,0
0,USA,NH,,17,1,0
0,USA,NH,,18,1,0
0,USA,NH,,19,1,0
0,USA,NH,,20,1,0
0,USA,NH,,21,1,0
0,USA,NH,,22,1,0
0,USA,NH,,23,1,0
0,USA,NH,,24,1,0
0,USA,NH,,25,1,0
0,USA,NH,,26,1,0
0,USA,NH,,27,1,0
0,USA,NH,,28,1,0
0,USA,NH,,29,1,0
0,USA,NH,,30,1,0
0,USA,NH,,31,1,0
0,USA,NH,,32,1,0
0,USA,NH,,33,1,0
0,USA,NH,,34,1,0
0,USA,NH,,35,1,0
0,USA,NH,,36,1,0
0,USA,NH,,37,1,0
0,USA,NH,,38,1,0
0,USA,NH,,39,1,0
0,USA,NH,,40,1,0
0,USA,NH,,41,1,0
0,USA,NH,,42,1,0
0,USA,NH,,43,1,0
0,USA,NH,,44,1,0
0,USA,NH,,45,1,0
0,USA,NH,,46,1,0
0,USA,NH,,47,1,0
0,USA,NH,,48,1,0
0,USA,NH,,49,1,0
0,USA,NH,,50,1,0
0,USA,NJ,,1,1,13.99
0,USA,NJ,,2,1,14.08
0,USA,NJ,,3,1,12.97
0,USA,NJ,,4,1,12.71
0,USA,NJ,,5,1,11.27
0,USA,NJ,,6,1,9.69
0,USA,NJ,,7,1,8.93
0,USA,NJ,,8,1,8.17
0,USA,NJ,,9,1,0
0,USA,NJ,,10,1,0
0,USA,NJ,,11,1,0
0,USA,NJ,,12,1,0
0,USA,NJ,,13,1,0
0,USA,NJ,,14,1,0
0,USA,NJ,,15,1,0
0,USA,NJ,,16,1,0
0,USA,NJ,,17,1,0
0,USA,NJ,,18,1,0
0,USA,NJ,,19,1,0
0,USA,NJ,,20,1,0
0,USA,NJ,,21,1,0
0,USA,NJ,,22,1,0
0,USA,NJ,,23,1,0
0,USA,NJ,,24,1,0
0,USA,NJ,,25,1,0
0,USA,NJ,,26,1,0
0,USA,NJ,,27,1,0
0,USA,NJ,,28,1,0
0,USA,NJ,,29,1,0
0,USA,NJ,,30,1,0
0,USA,NJ,,31,1,0
0,USA,NJ,,32,1,0
0,USA,NJ,,33,1,0
0,USA,NJ,,34,1,0
0,USA,NJ,,35,1,0
0,USA,NJ,,36,1,0
0,USA,NJ,,37,1,0
0,USA,NJ,,38,1,0
0,USA,NJ,,39,1,0
0,USA,NJ,,40,1,0
0,USA,NJ,,41,1,0
0,USA,NJ,,42,1,0
0,USA,NJ,,43,1,0
0,USA,NJ,,44,1,0
0,USA,NJ,,45,1,0
0,USA,NJ,,46,1,0
0,USA,NJ,,47,1,0
0,USA,NJ,,48,1,0
0,USA,NJ,,49,1,0
0,USA,NJ,,50,1,0
0,USA,NM,,1,1,13.99
0,USA,NM,,2,1,14.08
0,USA,NM,,3,1,12.97
0,USA,NM,,4,1,12.71
0,USA,NM,,5,1,11.27
0,USA,NM,,6,1,9.69
0,USA,NM,,7,1,8.93
0,USA,NM,,8,1,8.17
0,USA,NM,,9,1,0
0,USA,NM,,10,1,0
0,USA,NM,,11,1,0
0,USA,NM,,12,1,0
0,USA,NM,,13,1,0
0,USA,NM,,14,1,0
0,USA,NM,,15,1,0
0,USA,NM,,16,1,0
0,USA,NM,,17,1,0
0,USA,NM,,18,1,0
0,USA,NM,,19,1,0
0,USA,NM,,20,1,0
0,USA,NM,,21,1,0
0,USA,NM,,22,1,0
0,USA,NM,,23,1,0
0,USA,NM,,24,1,0
0,USA,NM,,25,1,0
0,USA,NM,,26,1,0
0,USA,NM,,27,1,0
0,USA,NM,,28,1,0
0,USA,NM,,29,1,0
0,USA,NM,,30,1,0
0,USA,NM,,31,1,0
0,USA,NM,,32,1,0
0,USA,NM,,33,1,0
0,USA,NM,,34,1,0
0,USA,NM,,35,1,0
0,USA,NM,,36,1,0
0,USA,NM,,37,1,0
0,USA,NM,,38,1,0
0,USA,NM,,39,1,0
0,USA,NM,,40,1,0
0,USA,NM,,41,1,0
0,USA,NM,,42,1,0
0,USA,NM,,43,1,0
0,USA,NM,,44,1,0
0,USA,NM,,45,1,0
0,USA,NM,,46,1,0
0,USA,NM,,47,1,0
0,USA,NM,,48,1,0
0,USA,NM,,49,1,0
0,USA,NM,,50,1,0
0,USA,NY,,1,1,13.99
0,USA,NY,,2,1,14.08
0,USA,NY,,3,1,12.97
0,USA,NY,,4,1,12.71
0,USA,NY,,5,1,11.27
0,USA,NY,,6,1,9.69
0,USA,NY,,7,1,8.93
0,USA,NY,,8,1,8.17
0,USA,NY,,9,1,0
0,USA,NY,,10,1,0
0,USA,NY,,11,1,0
0,USA,NY,,12,1,0
0,USA,NY,,13,1,0
0,USA,NY,,14,1,0
0,USA,NY,,15,1,0
0,USA,NY,,16,1,0
0,USA,NY,,17,1,0
0,USA,NY,,18,1,0
0,USA,NY,,19,1,0
0,USA,NY,,20,1,0
0,USA,NY,,21,1,0
0,USA,NY,,22,1,0
0,USA,NY,,23,1,0
0,USA,NY,,24,1,0
0,USA,NY,,25,1,0
0,USA,NY,,26,1,0
0,USA,NY,,27,1,0
0,USA,NY,,28,1,0
0,USA,NY,,29,1,0
0,USA,NY,,30,1,0
0,USA,NY,,31,1,0
0,USA,NY,,32,1,0
0,USA,NY,,33,1,0
0,USA,NY,,34,1,0
0,USA,NY,,35,1,0
0,USA,NY,,36,1,0
0,USA,NY,,37,1,0
0,USA,NY,,38,1,0
0,USA,NY,,39,1,0
0,USA,NY,,40,1,0
0,USA,NY,,41,1,0
0,USA,NY,,42,1,0
0,USA,NY,,43,1,0
0,USA,NY,,44,1,0
0,USA,NY,,45,1,0
0,USA,NY,,46,1,0
0,USA,NY,,47,1,0
0,USA,NY,,48,1,0
0,USA,NY,,49,1,0
0,USA,NY,,50,1,0
0,USA,OH,,1,1,13.99
0,USA,OH,,2,1,14.08
0,USA,OH,,3,1,12.97
0,USA,OH,,4,1,12.71
0,USA,OH,,5,1,11.27
0,USA,OH,,6,1,9.69
0,USA,OH,,7,1,8.93
0,USA,OH,,8,1,8.17
0,USA,OH,,9,1,0
0,USA,OH,,10,1,0
0,USA,OH,,11,1,0
0,USA,OH,,12,1,0
0,USA,OH,,13,1,0
0,USA,OH,,14,1,0
0,USA,OH,,15,1,0
0,USA,OH,,16,1,0
0,USA,OH,,17,1,0
0,USA,OH,,18,1,0
0,USA,OH,,19,1,0
0,USA,OH,,20,1,0
0,USA,OH,,21,1,0
0,USA,OH,,22,1,0
0,USA,OH,,23,1,0
0,USA,OH,,24,1,0
0,USA,OH,,25,1,0
0,USA,OH,,26,1,0
0,USA,OH,,27,1,0
0,USA,OH,,28,1,0
0,USA,OH,,29,1,0
0,USA,OH,,30,1,0
0,USA,OH,,31,1,0
0,USA,OH,,32,1,0
0,USA,OH,,33,1,0
0,USA,OH,,34,1,0
0,USA,OH,,35,1,0
0,USA,OH,,36,1,0
0,USA,OH,,37,1,0
0,USA,OH,,38,1,0
0,USA,OH,,39,1,0
0,USA,OH,,40,1,0
0,USA,OH,,41,1,0
0,USA,OH,,42,1,0
0,USA,OH,,43,1,0
0,USA,OH,,44,1,0
0,USA,OH,,45,1,0
0,USA,OH,,46,1,0
0,USA,OH,,47,1,0
0,USA,OH,,48,1,0
0,USA,OH,,49,1,0
0,USA,OH,,50,1,0
0,USA,OR,,1,1,13.99
0,USA,OR,,2,1,14.08
0,USA,OR,,3,1,12.97
0,USA,OR,,4,1,12.71
0,USA,OR,,5,1,11.27
0,USA,OR,,6,1,9.69
0,USA,OR,,7,1,8.93
0,USA,OR,,8,1,8.17
0,USA,OR,,9,1,0
0,USA,OR,,10,1,0
0,USA,OR,,11,1,0
0,USA,OR,,12,1,0
0,USA,OR,,13,1,0
0,USA,OR,,14,1,0
0,USA,OR,,15,1,0
0,USA,OR,,16,1,0
0,USA,OR,,17,1,0
0,USA,OR,,18,1,0
0,USA,OR,,19,1,0
0,USA,OR,,20,1,0
0,USA,OR,,21,1,0
0,USA,OR,,22,1,0
0,USA,OR,,23,1,0
0,USA,OR,,24,1,0
0,USA,OR,,25,1,0
0,USA,OR,,26,1,0
0,USA,OR,,27,1,0
0,USA,OR,,28,1,0
0,USA,OR,,29,1,0
0,USA,OR,,30,1,0
0,USA,OR,,31,1,0
0,USA,OR,,32,1,0
0,USA,OR,,33,1,0
0,USA,OR,,34,1,0
0,USA,OR,,35,1,0
0,USA,OR,,36,1,0
0,USA,OR,,37,1,0
0,USA,OR,,38,1,0
0,USA,OR,,39,1,0
0,USA,OR,,40,1,0
0,USA,OR,,41,1,0
0,USA,OR,,42,1,0
0,USA,OR,,43,1,0
0,USA,OR,,44,1,0
0,USA,OR,,45,1,0
0,USA,OR,,46,1,0
0,USA,OR,,47,1,0
0,USA,OR,,48,1,0
0,USA,OR,,49,1,0
0,USA,OR,,50,1,0
0,USA,SC,,1,1,13.99
0,USA,SC,,2,1,14.08
0,USA,SC,,3,1,12.97
0,USA,SC,,4,1,12.71
0,USA,SC,,5,1,11.27
0,USA,SC,,6,1,9.69
0,USA,SC,,7,1,8.93
0,USA,SC,,8,1,8.17
0,USA,SC,,9,1,0
0,USA,SC,,10,1,0
0,USA,SC,,11,1,0
0,USA,SC,,12,1,0
0,USA,SC,,13,1,0
0,USA,SC,,14,1,0
0,USA,SC,,15,1,0
0,USA,SC,,16,1,0
0,USA,SC,,17,1,0
0,USA,SC,,18,1,0
0,USA,SC,,19,1,0
0,USA,SC,,20,1,0
0,USA,SC,,21,1,0
0,USA,SC,,22,1,0
0,USA,SC,,23,1,0
0,USA,SC,,24,1,0
0,USA,SC,,25,1,0
0,USA,SC,,26,1,0
0,USA,SC,,27,1,0
0,USA,SC,,28,1,0
0,USA,SC,,29,1,0
0,USA,SC,,30,1,0
0,USA,SC,,31,1,0
0,USA,SC,,32,1,0
0,USA,SC,,33,1,0
0,USA,SC,,34,1,0
0,USA,SC,,35,1,0
0,USA,SC,,36,1,0
0,USA,SC,,37,1,0
0,USA,SC,,38,1,0
0,USA,SC,,39,1,0
0,USA,SC,,40,1,0
0,USA,SC,,41,1,0
0,USA,SC,,42,1,0
0,USA,SC,,43,1,0
0,USA,SC,,44,1,0
0,USA,SC,,45,1,0
0,USA,SC,,46,1,0
0,USA,SC,,47,1,0
0,USA,SC,,48,1,0
0,USA,SC,,49,1,0
0,USA,SC,,50,1,0
0,USA,TN,,1,1,13.99
0,USA,TN,,2,1,14.08
0,USA,TN,,3,1,12.97
0,USA,TN,,4,1,12.71
0,USA,TN,,5,1,11.27
0,USA,TN,,6,1,9.69
0,USA,TN,,7,1,8.93
0,USA,TN,,8,1,8.17
0,USA,TN,,9,1,0
0,USA,TN,,10,1,0
0,USA,TN,,11,1,0
0,USA,TN,,12,1,0
0,USA,TN,,13,1,0
0,USA,TN,,14,1,0
0,USA,TN,,15,1,0
0,USA,TN,,16,1,0
0,USA,TN,,17,1,0
0,USA,TN,,18,1,0
0,USA,TN,,19,1,0
0,USA,TN,,20,1,0
0,USA,TN,,21,1,0
0,USA,TN,,22,1,0
0,USA,TN,,23,1,0
0,USA,TN,,24,1,0
0,USA,TN,,25,1,0
0,USA,TN,,26,1,0
0,USA,TN,,27,1,0
0,USA,TN,,28,1,0
0,USA,TN,,29,1,0
0,USA,TN,,30,1,0
0,USA,TN,,31,1,0
0,USA,TN,,32,1,0
0,USA,TN,,33,1,0
0,USA,TN,,34,1,0
0,USA,TN,,35,1,0
0,USA,TN,,36,1,0
0,USA,TN,,37,1,0
0,USA,TN,,38,1,0
0,USA,TN,,39,1,0
0,USA,TN,,40,1,0
0,USA,TN,,41,1,0
0,USA,TN,,42,1,0
0,USA,TN,,43,1,0
0,USA,TN,,44,1,0
0,USA,TN,,45,1,0
0,USA,TN,,46,1,0
0,USA,TN,,47,1,0
0,USA,TN,,48,1,0
0,USA,TN,,49,1,0
0,USA,TN,,50,1,0
0,USA,VA,,1,1,13.99
0,USA,VA,,2,1,14.08
0,USA,VA,,3,1,12.97
0,USA,VA,,4,1,12.71
0,USA,VA,,5,1,11.27
0,USA,VA,,6,1,9.69
0,USA,VA,,7,1,8.93
0,USA,VA,,8,1,8.17
0,USA,VA,,9,1,0
0,USA,VA,,10,1,0
0,USA,VA,,11,1,0
0,USA,VA,,12,1,0
0,USA,VA,,13,1,0
0,USA,VA,,14,1,0
0,USA,VA,,15,1,0
0,USA,VA,,16,1,0
0,USA,VA,,17,1,0
0,USA,VA,,18,1,0
0,USA,VA,,19,1,0
0,USA,VA,,20,1,0
0,USA,VA,,21,1,0
0,USA,VA,,22,1,0
0,USA,VA,,23,1,0
0,USA,VA,,24,1,0
0,USA,VA,,25,1,0
0,USA,VA,,26,1,0
0,USA,VA,,27,1,0
0,USA,VA,,28,1,0
0,USA,VA,,29,1,0
0,USA,VA,,30,1,0
0,USA,VA,,31,1,0
0,USA,VA,,32,1,0
0,USA,VA,,33,1,0
0,USA,VA,,34,1,0
0,USA,VA,,35,1,0
0,USA,VA,,36,1,0
0,USA,VA,,37,1,0
0,USA,VA,,38,1,0
0,USA,VA,,39,1,0
0,USA,VA,,40,1,0
0,USA,VA,,41,1,0
0,USA,VA,,42,1,0
0,USA,VA,,43,1,0
0,USA,VA,,44,1,0
0,USA,VA,,45,1,0
0,USA,VA,,46,1,0
0,USA,VA,,47,1,0
0,USA,VA,,48,1,0
0,USA,VA,,49,1,0
0,USA,VA,,50,1,0
0,USA,VT,,1,1,13.99
0,USA,VT,,2,1,14.08
0,USA,VT,,3,1,12.97
0,USA,VT,,4,1,12.71
0,USA,VT,,5,1,11.27
0,USA,VT,,6,1,9.69
0,USA,VT,,7,1,8.93
0,USA,VT,,8,1,8.17
0,USA,VT,,9,1,0
0,USA,VT,,10,1,0
0,USA,VT,,11,1,0
0,USA,VT,,12,1,0
0,USA,VT,,13,1,0
0,USA,VT,,14,1,0
0,USA,VT,,15,1,0
0,USA,VT,,16,1,0
0,USA,VT,,17,1,0
0,USA,VT,,18,1,0
0,USA,VT,,19,1,0
0,USA,VT,,20,1,0
0,USA,VT,,21,1,0
0,USA,VT,,22,1,0
0,USA,VT,,23,1,0
0,USA,VT,,24,1,0
0,USA,VT,,25,1,0
0,USA,VT,,26,1,0
0,USA,VT,,27,1,0
0,USA,VT,,28,1,0
0,USA,VT,,29,1,0
0,USA,VT,,30,1,0
0,USA,VT,,31,1,0
0,USA,VT,,32,1,0
0,USA,VT,,33,1,0
0,USA,VT,,34,1,0
0,USA,VT,,35,1,0
0,USA,VT,,36,1,0
0,USA,VT,,37,1,0
0,USA,VT,,38,1,0
0,USA,VT,,39,1,0
0,USA,VT,,40,1,0
0,USA,VT,,41,1,0
0,USA,VT,,42,1,0
0,USA,VT,,43,1,0
0,USA,VT,,44,1,0
0,USA,VT,,45,1,0
0,USA,VT,,46,1,0
0,USA,VT,,47,1,0
0,USA,VT,,48,1,0
0,USA,VT,,49,1,0
0,USA,VT,,50,1,0
0,USA,WI,,1,1,13.99
0,USA,WI,,2,1,14.08
0,USA,WI,,3,1,12.97
0,USA,WI,,4,1,12.71
0,USA,WI,,5,1,11.27
0,USA,WI,,6,1,9.69
0,USA,WI,,7,1,8.93
0,USA,WI,,8,1,8.17
0,USA,WI,,9,1,0
0,USA,WI,,10,1,0
0,USA,WI,,11,1,0
0,USA,WI,,12,1,0
0,USA,WI,,13,1,0
0,USA,WI,,14,1,0
0,USA,WI,,15,1,0
0,USA,WI,,16,1,0
0,USA,WI,,17,1,0
0,USA,WI,,18,1,0
0,USA,WI,,19,1,0
0,USA,WI,,20,1,0
0,USA,WI,,21,1,0
0,USA,WI,,22,1,0
0,USA,WI,,23,1,0
0,USA,WI,,24,1,0
0,USA,WI,,25,1,0
0,USA,WI,,26,1,0
0,USA,WI,,27,1,0
0,USA,WI,,28,1,0
0,USA,WI,,29,1,0
0,USA,WI,,30,1,0
0,USA,WI,,31,1,0
0,USA,WI,,32,1,0
0,USA,WI,,33,1,0
0,USA,WI,,34,1,0
0,USA,WI,,35,1,0
0,USA,WI,,36,1,0
0,USA,WI,,37,1,0
0,USA,WI,,38,1,0
0,USA,WI,,39,1,0
0,USA,WI,,40,1,0
0,USA,WI,,41,1,0
0,USA,WI,,42,1,0
0,USA,WI,,43,1,0
0,USA,WI,,44,1,0
0,USA,WI,,45,1,0
0,USA,WI,,46,1,0
0,USA,WI,,47,1,0
0,USA,WI,,48,1,0
0,USA,WI,,49,1,0
0,USA,WI,,50,1,0
0,USA,WY,,1,1,13.99
0,USA,WY,,2,1,14.08
0,USA,WY,,3,1,12.97
0,USA,WY,,4,1,12.71
0,USA,WY,,5,1,11.27
0,USA,WY,,6,1,9.69
0,USA,WY,,7,1,8.93
0,USA,WY,,8,1,8.17
0,USA,WY,,9,1,0
0,USA,WY,,10,1,0
0,USA,WY,,11,1,0
0,USA,WY,,12,1,0
0,USA,WY,,13,1,0
0,USA,WY,,14,1,0
0,USA,WY,,15,1,0
0,USA,WY,,16,1,0
0,USA,WY,,17,1,0
0,USA,WY,,18,1,0
0,USA,WY,,19,1,0
0,USA,WY,,20,1,0
0,USA,WY,,21,1,0
0,USA,WY,,22,1,0
0,USA,WY,,23,1,0
0,USA,WY,,24,1,0
0,USA,WY,,25,1,0
0,USA,WY,,26,1,0
0,USA,WY,,27,1,0
0,USA,WY,,28,1,0
0,USA,WY,,29,1,0
0,USA,WY,,30,1,0
0,USA,WY,,31,1,0
0,USA,WY,,32,1,0
0,USA,WY,,33,1,0
0,USA,WY,,34,1,0
0,USA,WY,,35,1,0
0,USA,WY,,36,1,0
0,USA,WY,,37,1,0
0,USA,WY,,38,1,0
0,USA,WY,,39,1,0
0,USA,WY,,40,1,0
0,USA,WY,,41,1,0
0,USA,WY,,42,1,0
0,USA,WY,,43,1,0
0,USA,WY,,44,1,0
0,USA,WY,,45,1,0
0,USA,WY,,46,1,0
0,USA,WY,,47,1,0
0,USA,WY,,48,1,0
0,USA,WY,,49,1,0
0,USA,WY,,50,1,0
